Area	Perimeter	Major_Axis_Length	Minor_Axis_Length	Convex_Area	Equiv_Diameter	Eccentricity	Solidity	Extent	Roundness	Aspect_Ration	Compactness	Class
0.4284312066339482	0.36513137423747943	0.33685757067459243	0.646241169648192	0.42448177031260426	0.49239545851733935	0.8167	0.9923	0.7386	0.8595	1.7328	0.759	0
0.23403847238675468	0.22155246647804155	0.2609032192236886	0.4049888640265755	0.2329645182074696	0.2863340678868689	0.8522	0.9906	0.6526	0.827	1.9115	0.7216	0
0.14978281717154618	0.12015948709413626	0.14237948178464815	0.3940767815930366	0.15074762825212734	0.18901111833569195	0.8176	0.9884	0.6779	0.8497	1.7366	0.7558	0
0.27950583855136224	0.24732077601615138	0.2373996054144249	0.5143446437334607	0.2773889666511142	0.33665696742171725	0.8179	0.9915	0.6861	0.8458	1.738	0.7572	0
0.12122750606419586	0.07091097233579124	0.10261629176932241	0.3793032304085622	0.1203759248150369	0.15469167875394607	0.8064	0.9913	0.7156	0.8761	1.6909	0.7682	0
0.13214869972358545	0.09220727533232509	0.1123615996519155	0.40056115933879277	0.13150703192694796	0.16790305070184686	0.8037	0.9908	0.675	0.8626	1.6806	0.7673	0
0.4642861172223163	0.39146266453438316	0.36026208363349466	0.6764339111543274	0.46210757848430317	0.5280635736961183	0.8166	0.9903	0.7407	0.863	1.7326	0.759	0
0.12141930388672639	0.08067702416186062	0.11854426128378981	0.3591953461914452	0.1203981425937034	0.1549246960036954	0.8189	0.9915	0.6746	0.8636	1.7423	0.7567	0
0.22293676312968913	0.22466260953883338	0.24870912346470647	0.3988116855477064	0.22374414006087667	0.2738241013978093	0.8504	0.9882	0.6923	0.8118	1.9006	0.7237	0
0.367981045862244	0.3191449639272611	0.28602763037259277	0.6115680049360155	0.3690150858717146	0.43073238616136456	0.8087	0.9874	0.7381	0.8536	1.6999	0.7654	0
0.23553900829243524	0.18466347788961818	0.19575261964888407	0.4907697033834877	0.2336977049034638	0.2880181471009653	0.8095	0.9915	0.7542	0.8716	1.7032	0.7637	0
0.36994415298696903	0.3279630661466212	0.3227726424186239	0.5656775110611263	0.3670488124597303	0.4327665796774829	0.832	0.9917	0.7537	0.8459	1.8024	0.744	0
0.224031138940599	0.19710115563016922	0.18553350415036113	0.48095429629889974	0.22488835566220094	0.27506156421655326	0.8085	0.9881	0.696	0.844	1.6991	0.7649	0
0.2684154115191515	0.24101365481609066	0.23822671635782683	0.49301056583241243	0.2699682285765069	0.32451359120183354	0.8238	0.9871	0.6765	0.8414	1.7642	0.7516	0
0.25759575788345457	0.214090438734234	0.19453438286411434	0.5326965457004469	0.2564487102579484	0.3125861678371469	0.7967	0.9905	0.7201	0.8608	1.6545	0.7753	0
0.28963727647091997	0.219061746977054	0.18523766758818744	0.6014896561060412	0.2873203137150348	0.3476788010203331	0.7709	0.9917	0.7169	0.8894	1.5701	0.7972	0
0.35993681954081336	0.38340436925169874	0.4022465400462727	0.4598603805365835	0.36021684551978495	0.4223737749677101	0.8737	0.9882	0.7354	0.781	2.0556	0.6961	0
0.23560670164156372	0.2434131974846772	0.2974212961863471	0.3636939930828098	0.2344086738207914	0.28809405423535317	0.8702	0.9907	0.7514	0.8047	2.0297	0.701	0
0.3253342359113217	0.32094968630827914	0.3518640195598106	0.46229259168140846	0.32441289519873806	0.38598660150813946	0.8624	0.9898	0.7419	0.8117	1.9751	0.7092	0
0.15982399729226604	0.17060922043808296	0.20402490187403227	0.3318435470581116	0.1602568375213846	0.20091029718525766	0.854	0.9891	0.6624	0.8022	1.9218	0.7202	0
0.08881367405652396	0.09932341001353184	0.11646636860180137	0.305658063785502	0.09344797707125241	0.11482513408789341	0.8337	0.983	0.6303	0.7986	1.8107	0.7393	0
0.5542167315394595	0.45246720166723364	0.3525105206694177	0.8410413013794031	0.5505565553555956	0.6148218977372024	0.7701	0.9912	0.7266	0.8743	1.5675	0.797	0
0.2529700456930106	0.27807197180754467	0.3238325524010406	0.3673751775182206	0.2522717678686485	0.3074621420522585	0.8752	0.99	0.6644	0.786	2.0674	0.694	0
0.3107463191741411	0.2638975924974492	0.1987153832373551	0.6226258768521449	0.31161545468684043	0.37042916952299154	0.7703	0.9878	0.7015	0.859	1.5681	0.7977	0
0.2244372990353697	0.19668868900740272	0.17538974048184713	0.4952299503664914	0.22717678686484927	0.27552053758727113	0.8003	0.9857	0.7191	0.845	1.6677	0.772	0
0.216573588311615	0.23638823963587147	0.13855354392557223	0.5636982886657791	0.22682130240618542	0.26661292363095	0.7611	0.976	0.6867	0.7924	1.5416	0.7943	0
0.351272070852372	0.2850216725883366	0.2281412990479576	0.6619044271840113	0.34787486947055035	0.4133284690001737	0.771	0.9924	0.7359	0.8754	1.5703	0.7959	0
0.43126304507248825	0.36696069989073254	0.3149727018204944	0.6820982230605117	0.4284920793619055	0.4952363859966047	0.8	0.9911	0.694	0.86	1.6666	0.7734	0
0.22124442940147793	0.19660619568284937	0.21011901777570213	0.4393496227046294	0.21974493990090876	0.27190935864355725	0.8287	0.9912	0.7106	0.8415	1.7868	0.7472	0
0.44622327522987526	0.3897925365250049	0.3194199257799135	0.7070041432850276	0.445555333377769	0.5101759692134784	0.7948	0.9889	0.7558	0.8492	1.648	0.7766	0
0.3895639420093642	0.38570839333396056	0.3853228708636758	0.5234265474837647	0.38710035770623663	0.4529772955288345	0.8576	0.9911	0.6277	0.8045	1.9444	0.7165	0
0.4784453094150165	0.4418110902867728	0.41450895088849204	0.636943835903524	0.47854873469750503	0.5419734089658681	0.8411	0.988	0.7412	0.8241	1.8486	0.7338	0
0.2882044339143679	0.3007923700911042	0.3011032739343948	0.46232708651434296	0.289331022684352	0.3461241758338751	0.8499	0.9875	0.7426	0.7971	1.8975	0.7222	0
0.4509166807694477	0.4161990838899222	0.36849976852035105	0.6477966913597606	0.4503432646803973	0.514839256345454	0.826	0.9888	0.7095	0.8265	1.774	0.7492	0
0.40083488463925077	0.3744618034198547	0.3849443525269398	0.54187542549051	0.3974316247861539	0.4644910544324765	0.8537	0.992	0.7602	0.8255	1.9205	0.721	0
0.38793930163028145	0.3473909677045871	0.35148315564081756	0.5639410541881285	0.38421204647959306	0.4513114575640871	0.8405	0.9924	0.7467	0.8419	1.8454	0.7346	0
0.4549557172674451	0.41667812407285465	0.41094630463777326	0.6013633920005832	0.45188740029771834	0.5188440932186684	0.8477	0.9912	0.7685	0.8294	1.885	0.7272	0
0.6647825351159249	0.5571960953159713	0.5032728202430785	0.8155437622277675	0.6571463485080762	0.7167398768421456	0.8262	0.9939	0.7391	0.8547	1.7749	0.749	0
0.24071754950076152	0.20128805366407848	0.19109341369298155	0.5040554208304535	0.24167388744473334	0.2938170991117688	0.8038	0.9879	0.7314	0.8575	1.6811	0.7694	0
0.19160602470807242	0.17285969622195047	0.1805787548300672	0.4205128405388485	0.19022862094247822	0.2380206479174083	0.8238	0.9913	0.6994	0.8359	1.7641	0.7518	0
0.45925424493710154	0.4464929482680021	0.42215144427761486	0.5964787934878963	0.4583972094469996	0.5230966580265912	0.8514	0.989	0.7373	0.8041	1.9064	0.7228	0
0.6137191854233655	0.5391242682335574	0.4975449083712953	0.7455120920660585	0.6101002021817858	0.6702782378953129	0.8393	0.9908	0.7306	0.835	1.8392	0.7359	0
0.18801827720426467	0.19069417408985984	0.2437552537377587	0.3393966137789286	0.18709591415050325	0.23387223475899477	0.8627	0.9907	0.6531	0.8114	1.9772	0.7099	0
0.2636881593050149	0.2429269210452048	0.26337868809825177	0.4557333666566439	0.26420271501255305	0.3193118930003618	0.841	0.9884	0.7392	0.8344	1.8483	0.7337	0
0.4427145033000507	0.3883510742222832	0.3646975796816283	0.6410728023211769	0.44131173765246956	0.5066824757494357	0.8264	0.9896	0.7067	0.8477	1.7762	0.7483	0
0.4392170135950809	0.42896528767737874	0.42076725754815714	0.5646101237778742	0.43830122864316035	0.5031936897045801	0.8575	0.9892	0.6679	0.8045	1.9435	0.7162	0
0.32858351666948715	0.3482853690129021	0.38525602176934903	0.4277287690811751	0.32704570197071703	0.3894341976351101	0.8763	0.9905	0.6162	0.7872	2.0755	0.6926	0
0.29991538331358936	0.3212492673290256	0.348491072274133	0.42372671761488423	0.300873158701593	0.3587912524382961	0.8694	0.9877	0.7199	0.7875	2.0237	0.7005	0
0.18733006148812548	0.13211812465175515	0.12756712983120305	0.48536117391774103	0.18634050967584265	0.23307550406162014	0.7828	0.9908	0.703	0.8805	1.6069	0.7868	0
0.5403395949681276	0.5221016983494099	0.5282758475101792	0.5978234411264323	0.5368926214757048	0.6016734875209262	0.8734	0.9911	0.7319	0.797	2.0532	0.6972	0
0.23318102329779433	0.19616333678261572	0.19063573195506928	0.4916060403706699	0.23361994267813108	0.2853714006631578	0.8073	0.9886	0.7031	0.8552	1.6946	0.766	0
0.3512382241778078	0.32024776942392175	0.29759223049333156	0.5763383669755582	0.3514408229465219	0.4132931633562722	0.8217	0.9884	0.6704	0.8367	1.7545	0.7513	0
0.2564900998476899	0.2708415042730095	0.3022658031405589	0.3981920802466967	0.2581928058832678	0.31136282727596365	0.8641	0.9869	0.6568	0.797	1.987	0.7076	0
0.24344784791560892	0.27650170413841507	0.3195741478133165	0.355708113835552	0.2458063942767002	0.2968669183174506	0.8766	0.9862	0.6623	0.7782	2.0783	0.6921	0
0.21168838494951203	0.23312034618251293	0.29335141777253554	0.3315858120799604	0.2114354906796419	0.2610558152808713	0.8758	0.9897	0.7126	0.7908	2.0722	0.6924	0
0.3489704969820048	0.30762484351595215	0.3201667005310107	0.533855051410318	0.3450198849119066	0.41091885880390366	0.8387	0.993	0.7121	0.8481	1.8362	0.7369	0
0.2889490607547808	0.3005304176043651	0.33953212084322515	0.4099027506049615	0.2900419916016797	0.34693208665181885	0.8702	0.9876	0.7462	0.7981	2.0295	0.7008	0
0.2521125966040503	0.24673898099035402	0.2241643643310824	0.48756103307468734	0.25704859028194366	0.30651065494911567	0.8206	0.9829	0.6928	0.8182	1.7496	0.753	0
0.22907429345066843	0.2066110439747309	0.24505411991261544	0.4110885918428182	0.22634362016485593	0.2807516571586606	0.8465	0.9928	0.7461	0.8386	1.8781	0.7289	0
0.19035369774919608	0.13878126967357246	0.1145063414282309	0.5074573923728671	0.18951765202515053	0.23657370494484975	0.7688	0.9906	0.7619	0.8757	1.5638	0.7982	0
0.6141817566424099	0.5238412944215699	0.4589413155843125	0.7944583074622089	0.6097891532804551	0.6707036709043246	0.8185	0.9915	0.7364	0.8497	1.7407	0.7563	0
0.4901675410390929	0.466019262914909	0.4829114070649525	0.5854716875523118	0.49016863294007873	0.5534165565817077	0.8668	0.9881	0.7227	0.8103	2.0053	0.7025	0
0.2514018164382016	0.22692611058447226	0.23829767022110343	0.46161310855719195	0.24898353662600808	0.30572157380791953	0.832	0.9921	0.699	0.8395	1.8024	0.7436	0
0.4288035200541547	0.36583618562445286	0.2932112692326751	0.7129424613169737	0.42970294829922906	0.492769109915296	0.7831	0.9874	0.7354	0.8591	1.6081	0.786	0
0.5188131099452811	0.4399716338743641	0.3802587587706454	0.7423151369835377	0.514630407251883	0.5811085383757639	0.8067	0.9919	0.7296	0.8586	1.6923	0.7676	0
0.31331866644102213	0.25332831619546586	0.21892022879982148	0.601253399042736	0.31278188806683116	0.37318183289250295	0.7859	0.9894	0.7412	0.8737	1.6173	0.785	0
0.28705364697918423	0.21741043323467896	0.19999079358964095	0.5759699881936553	0.28426536914839257	0.3448743560397658	0.7857	0.9923	0.7564	0.8886	1.6166	0.7857	0
0.5527838889829073	0.48253095308734884	0.377265502612832	0.8073216259172049	0.5521673443089161	0.613467926293584	0.7889	0.9884	0.7057	0.8432	1.6274	0.7815	0
0.27301855925988605	0.26009132155753184	0.267458242038874	0.46663438470980756	0.27284543091381724	0.3295634751345293	0.8395	0.9892	0.6954	0.8251	1.8407	0.7355	0
0.3857731144581711	0.40186550693595213	0.4103739825670465	0.49825117705481836	0.38614499322357754	0.4490889672804945	0.8681	0.988	0.6391	0.7857	2.0147	0.7018	0
0.3202572347266881	0.30042187375626833	0.2915728800261063	0.5223513500496597	0.32019151725210515	0.3805871917008199	0.8332	0.9888	0.7328	0.8283	1.8083	0.7417	0
0.3356687538782648	0.30563053121359257	0.2691315217815166	0.5776758553091454	0.33667710902264003	0.39692899740797727	0.8118	0.9875	0.6841	0.8375	1.7127	0.7622	0
0.3877362215828961	0.2758822805786108	0.20438670793718655	0.7597714749860396	0.3828123264236042	0.45110374269246734	0.7252	0.9937	0.7279	0.9221	1.4524	0.8289	0
0.21266993851187455	0.2153437583669216	0.24765947540466432	0.3793481387759672	0.21271301295296502	0.2621738273377485	0.8546	0.9893	0.737	0.811	1.9259	0.7195	0
0.3632650758729621	0.37000282214005054	0.39176677171943197	0.4748350431055244	0.3618165255837722	0.4258366702070384	0.8687	0.9901	0.6586	0.7969	2.0187	0.7029	0
0.24935973373949338	0.2160702785235143	0.21118625770267235	0.5080711400607372	0.24909462551934053	0.3034525977598568	0.8103	0.9894	0.7297	0.8497	1.7064	0.7601	0
0.4185705421109043	0.37886144739603334	0.3309845259006523	0.6423211247658582	0.41703881445933044	0.48247104201665825	0.8158	0.9899	0.6958	0.8365	1.729	0.7587	0
0.569774919614148	0.5507066204511081	0.4945369923243754	0.6867465645098936	0.5687195894154502	0.629464325117906	0.8502	0.9888	0.6871	0.793	1.8996	0.7232	0
0.4890054718790544	0.4378890392422191	0.3134246175308233	0.7877025269743085	0.49718945099868916	0.5522850106946682	0.7695	0.9802	0.7115	0.8365	1.5657	0.797	0
0.28664748688441355	0.3008184206146474	0.2871702221295717	0.4715645424358039	0.2897531604790153	0.3444330354909986	0.844	0.9852	0.6416	0.7956	1.8644	0.7297	0
0.46700513341230887	0.4793643672255471	0.4431183108758494	0.581503480073051	0.4675842609255927	0.5307420952134376	0.8592	0.9876	0.7539	0.7799	1.9542	0.7146	0
0.30575957578834545	0.3922340494815225	0.37807971285382025	0.4150314163318065	0.3123375324935013	0.3650803644719307	0.8772	0.9811	0.5964	0.7262	2.083	0.6872	0
0.3451571049811022	0.3695758830042043	0.32800592963194597	0.5208895501483279	0.34536426048123714	0.40691872934987594	0.8438	0.9884	0.6983	0.7813	1.8635	0.7308	0
0.5446155581880747	0.43536069120722487	0.28698140275787715	0.9197773846668515	0.541802750560999	0.6057336365695862	0.7132	0.9905	0.7516	0.8843	1.4267	0.8359	0
0.3515879731483048	0.36445406062535735	0.3225920325848288	0.535599318434169	0.3514074962785221	0.4136591651980501	0.839	0.9888	0.6653	0.792	1.8377	0.7366	0
0.3720990579342246	0.4387573900269913	0.2246038678065025	0.7170896514199505	0.3841120664755938	0.43499671951725416	0.7512	0.9756	0.7258	0.7407	1.515	0.8076	0
0.19684097704067238	0.21636262328772077	0.2006367083036837	0.4221184773850575	0.20300384367570928	0.2440555593149527	0.8302	0.9812	0.7471	0.7929	1.7937	0.7412	0
0.5063124048062277	0.5228976865687843	0.4457295303235411	0.6499718183723386	0.5062543046946166	0.5690704906601862	0.8461	0.9881	0.7131	0.7712	1.8762	0.727	0
0.4621650589496249	0.4921667522957026	0.45524643713385093	0.5651685495638683	0.46232975627096806	0.5259717142949609	0.8649	0.988	0.6839	0.7649	1.992	0.7066	0
0.3048457155751114	0.27642065806516963	0.23206047380175215	0.5693287565849334	0.30329489657624026	0.36409827914407367	0.8007	0.9906	0.7352	0.8392	1.6691	0.7724	0
0.13771083657697292	0.10162019783925369	0.10767776508231386	0.40642723347534804	0.13839454331355955	0.17459052808416886	0.7998	0.9888	0.6804	0.8577	1.6661	0.7739	0
0.5198849213064816	0.5016896659020357	0.43971076625187977	0.6732629899079834	0.5279277477837767	0.5821376978954897	0.8398	0.9805	0.7501	0.8002	1.8419	0.7349	0
0.26720821345969425	0.31545302584067214	0.32491855698606775	0.40447339407027316	0.27042369303916997	0.3231866874185394	0.868	0.9851	0.7259	0.7625	2.0141	0.6996	0
0.23281999210244253	0.20916978428719252	0.16206038291043962	0.5298556033276451	0.23278677597813774	0.28496538575829167	0.7838	0.9892	0.6983	0.8397	1.6102	0.7856	0
0.45239465222541886	0.39794345589139846	0.3170684795671934	0.7157834036897759	0.4500766513363994	0.5163056174221583	0.7916	0.9905	0.7283	0.8461	1.6364	0.7804	0
0.3245896090709087	0.3157280035891833	0.3110444379354537	0.5060951718949118	0.3223022062254216	0.38519575508474846	0.8426	0.9913	0.7341	0.8164	1.8568	0.732	0
0.30877192982456136	0.3058432771558615	0.29514432221028913	0.4955859630762103	0.3085160745628652	0.3683131845985015	0.8406	0.9891	0.6739	0.8116	1.8462	0.7346	0
0.37702939019574655	0.32400917557329245	0.26506838691669404	0.654687196949876	0.37524717278766473	0.44009014707742833	0.7888	0.9904	0.7379	0.8568	1.627	0.7826	0
0.16101991312686859	0.14532718733944555	0.14132250378005246	0.41299947541820115	0.16356728654269143	0.20232134608651653	0.8115	0.9861	0.718	0.8328	1.7115	0.7626	0
0.22932250239747276	0.24094418675330892	0.23778398770680348	0.42614786437933394	0.23190917372081138	0.2810311601728801	0.8407	0.9859	0.7319	0.8009	1.8468	0.7335	0
0.36341174479607374	0.3791190581288487	0.37236587447557934	0.4983071498025986	0.36172765446910626	0.42598907290321253	0.8597	0.9904	0.6395	0.7882	1.9579	0.7133	0
0.3846336097478422	0.34710296469430435	0.31971781472656247	0.5930670592569163	0.3815903485969473	0.4479185851851635	0.8244	0.9917	0.7016	0.8392	1.767	0.7518	0
0.12771478535567216	0.09100026774149206	0.10861335920510562	0.3897200191088359	0.1276633562176454	0.1625524803685907	0.8056	0.99	0.725	0.8585	1.6878	0.7675	0
0.40059795791730124	0.4711570050581434	0.47147200239718523	0.45117484194207225	0.4027861094447778	0.4642497991991503	0.888	0.9861	0.6899	0.7355	2.1746	0.6767	0
0.36986517741298575	0.34071190291838216	0.3107365802642123	0.5810433320186248	0.36784865249172394	0.4326847882691114	0.8246	0.9907	0.6708	0.8324	1.7678	0.7511	0
0.18202741580639703	0.23845636175493695	0.24722055832480855	0.358029030330721	0.20866937723566398	0.22692231875700575	0.8594	0.9542	0.6974	0.7542	1.9556	0.705	0
0.21468945676087325	0.22285354540389163	0.22822398082251943	0.40666609392227104	0.21798973538625604	0.2644716363283306	0.8427	0.985	0.6592	0.805	1.8573	0.7324	0
0.20966886670051332	0.22360032707879568	0.24760816579279082	0.3774112213644074	0.20953587060365703	0.25875388729850024	0.8551	0.9895	0.7516	0.7988	1.9285	0.7181	0
0.6000451288994189	0.5603192636385345	0.47233371067887897	0.7749791403887634	0.6087449176831301	0.6576629429019474	0.8266	0.9802	0.6526	0.806	1.7768	0.7445	0
0.35211823771647766	0.3574435752896311	0.3376899591780729	0.522092964225604	0.35328489857584044	0.4142140522347002	0.8461	0.9873	0.6435	0.7994	1.8762	0.7281	0
0.2660122976250916	0.26523340545469015	0.23619309654094062	0.49188330072595376	0.2672576595791953	0.32187096375581437	0.8235	0.9875	0.7208	0.8124	1.7625	0.7518	0
0.2360354261860439	0.23061804867106167	0.17982787531002015	0.5200271793249689	0.24021862294207824	0.2885747994198107	0.7945	0.9839	0.7225	0.8191	1.6468	0.7748	0
0.4494499915383313	0.45326608438922367	0.4533729033060103	0.5442145656710027	0.4491212868537404	0.5133834869619198	0.8684	0.9885	0.751	0.7899	2.0165	0.7031	0
0.49908049867433846	0.4910075039980316	0.48256895205541905	0.5910357691892154	0.49842253771467937	0.5620735004663286	0.8657	0.9887	0.7177	0.7941	1.9978	0.7057	0
0.28294691713205844	0.27203259209945513	0.23053555213686944	0.5296408241791859	0.2856095447577151	0.3404076036588415	0.8113	0.9857	0.6672	0.8221	1.7104	0.7633	0
0.24571557511141195	0.28684520923635765	0.2850715124050515	0.4032315800846362	0.25082761225532674	0.29939597927558714	0.8589	0.9827	0.7221	0.77	1.9525	0.7126	0
0.09727534269757998	0.0493585058577497	0.06295190940657658	0.3815753334608991	0.09674731720322594	0.1253291515759556	0.7879	0.991	0.7351	0.8725	1.6239	0.7839	0
0.3659502453883905	0.35294696547582005	0.3298357769902487	0.5616188360011509	0.3665711302184008	0.4286258160752481	0.835	0.9878	0.6576	0.8163	1.8172	0.7382	0
0.2179613019687482	0.2387964658123059	0.2696018110240607	0.3654219889590502	0.21931169321691218	0.2681881437763505	0.8633	0.9875	0.644	0.7913	1.9816	0.7089	0
0.29519941332430755	0.28817523318836696	0.23751600493393238	0.553897851036993	0.2966628896442934	0.35370076701511355	0.8071	0.9871	0.7378	0.817	1.6936	0.7644	0
0.38083149997179444	0.36234396821836146	0.3574884326145005	0.5445354327018828	0.37855762180897157	0.44400848512308433	0.8463	0.9909	0.6411	0.8201	1.8774	0.7284	0
0.16522818299768716	0.21522218925705366	0.0711039805410495	0.5313232608421168	0.18235241840520783	0.20727884691767007	0.7355	0.9661	0.7357	0.7601	1.476	0.818	0
0.25087155187002874	0.23363267314552832	0.2053044169952682	0.5032054160792785	0.2507720678086605	0.30513255798216465	0.8095	0.9892	0.7329	0.8314	1.7032	0.7647	0
0.5378123766006655	0.5045508817378596	0.45294336855518313	0.6868493981627923	0.5373814126063676	0.5992697615986398	0.8403	0.9883	0.696	0.811	1.8445	0.734	0
0.5773791391662435	0.5451868039625741	0.44844776696171174	0.7568823700163105	0.5764624852807216	0.63658429663802	0.824	0.9886	0.7203	0.8033	1.7648	0.7498	0
0.27838889829074287	0.30262314299566545	0.2696607437782698	0.4812654006412136	0.2837987957963963	0.33543774585232256	0.8366	0.9824	0.6982	0.7858	1.8257	0.7366	0
0.41287301855925984	0.4085822002561633	0.3715853819795367	0.5795899931140505	0.41113999422337766	0.4767132799237397	0.8423	0.9901	0.7432	0.8021	1.8555	0.733	0
0.36914311502228236	0.38589798325530233	0.35396097009763783	0.5257923723463387	0.3695372036703771	0.4319368970458004	0.8495	0.9881	0.7535	0.7866	1.8955	0.7257	0
0.3877362215828961	0.3588879320949686	0.2636018116104563	0.6773542072631802	0.38887777999955575	0.45110374269246734	0.7815	0.9872	0.7325	0.8298	1.603	0.7881	0
0.34874485248490994	0.34591042961655083	0.23885591879828788	0.6511518019970557	0.3499744495545336	0.4106823109897644	0.7791	0.9872	0.7338	0.8078	1.5951	0.7876	0
0.398036892875275	0.3395005535736254	0.2682531012262412	0.6866372223979507	0.39599857806216543	0.46163953526004087	0.7807	0.9905	0.7238	0.8595	1.6002	0.7894	0
0.22214700738985727	0.2527986222167549	0.21569563959190402	0.4395207951774922	0.23082050256615344	0.27293086860710414	0.8305	0.9781	0.697	0.781	1.7952	0.744	0
0.5834715405878039	0.5219859182447738	0.45913277373604644	0.7457939083426732	0.5790952920527006	0.6422708590157375	0.8293	0.9916	0.6881	0.8289	1.7898	0.7461	0
0.5322728041969875	0.48755580962856293	0.4602442865281191	0.6649204471051027	0.5288275678197694	0.593990979407983	0.8466	0.9911	0.7582	0.8227	1.8787	0.7283	0
0.5711739154961357	0.5643773563060358	0.5368208036727129	0.6361406920574673	0.5676087004821257	0.6307765182162415	0.8684	0.991	0.7102	0.7821	2.0165	0.703	0
0.15982399729226604	0.17568328352376744	0.2166467731971488	0.3295304407137958	0.15871270190406367	0.20091029718525766	0.8579	0.9913	0.6651	0.7965	1.9464	0.7124	0
0.2687200315902295	0.22247002380728392	0.21481428705880695	0.5243806875796475	0.266835521784532	0.3248478179641001	0.807	0.9913	0.6877	0.863	1.6933	0.767	0
0.2766175889885485	0.21420187708494637	0.17593010399432146	0.5884245754206743	0.27365637983514407	0.3335024081391278	0.7709	0.9926	0.7295	0.8812	1.57	0.7975	0
0.4461555818807469	0.4033344670135245	0.34505801944311787	0.6767137748932288	0.4443111377724456	0.5101083000626674	0.8117	0.9901	0.7197	0.8354	1.712	0.7611	0
